"round","col","row","i","category","clue","answer","uid"
2,1,5,40,"DR. Seuss Meets The Bard, Redux","'If You Tickle Us, Do We Not Laugh? Let's Take A Ride On That Green Giraffe!'","The Merchant Of Venice",4
2,2,1,46,"Charades","(Jimmy Of The Clue CreW.) 1980s Tv Show, 2 Words:","Dance Fever",4
2,2,2,47,"Charades","(Sofia Of The Clue CreW.) 1986 Meryl Streep Movie, One Word:","Heartburn",4
2,2,3,48,"Charades","(Cheryl Of The Clue CreW.) A James Bond Movie, Three Words:","Diamonds Are Forever",4
2,2,4,49,"Charades","(Sofia Of The Clue CreW.) An Elton John Classic, Four Words:","'Candle In The Wind'",4
2,2,5,50,"Charades","(Jimmy Of The Clue CreW.) A 1960 John Updike Book, Two Words:","Rabbit, Run",4
2,3,1,31,"19th Century Women","At Her Husband James' Inauguration Party In 1813, She Served Ice Cream","Dolley Madison",4
2,3,2,32,"19th Century Women","His Mother, Marie-Letizia, Seen Here, Had Special Status As Madame Mare","Napoleon",4
2,3,3,33,"19th Century Women","Known As 'The Peerless Lady Wingshot', She Was With Buffalo Bill's Wild West Show For 17 Years","Annie Oakley",4
2,3,4,34,"19th Century Women","The Atlantic Monthly Paid Her $5 In 1862 For Her 'Hymn'","Julia Ward Howe",4
2,3,5,35,"19th Century Women","Early On, She Was A Disciple Of DR. Phineas Quimby & Wrote That He 'Heals As Never Man Healed Since Christ'","Mary Baker Eddy",4
2,4,1,51,"Contractions","New York Pedestrian Traffic Signs That Used To Include This Contraction Are Being Replaced By An Upheld Hand","Don't",4
2,4,2,52,"Contractions","Contraction In The Title Of The Following","I'll",4
2,4,3,53,"Contractions","The American Heritage DicT. Says This Nonstandard Contraction Was Attacked In The 19th C. 'For Being A Vulgarism'","Ain't",4
2,4,4,54,"Contractions","It's The Contraction That Often Begins A Toast, Like One In 'Casablanca'","Here's",4
2,4,5,55,"Contractions","If You're Unable, Use 'Can't', If You Would Rather Not, Use This Word That Rhymes With 'Can't'","Shan't",4
2,5,1,60,"James","According To Forbes, This Actor Who Died In A 1955 Car Crash Still Managed To Earn $5 Million In 2003","James Dean",4
2,5,2,59,"James","This Captain Set Out On His Third Voyage In 1776, One From Which He'D Never Return","James Cook",4
2,5,3,58,"James","He Came Up With A Copier Machine & A Clothes Dryer As Well As A Famous Engine","James Watt",4
2,5,4,57,"James","Richard Wright Helped This 'Go Tell It On The Mountain' Man Win A Literary Fellowship","James Baldwin",4
2,5,5,56,"James","Federalist Turned Democrat Chief Of State Seen Here","James Buchanan",4
2,6,1,41,"Bond, Common Bond","Fan,Form,Poison Pen","Letters",4
2,6,2,42,"Bond, Common Bond","Wing,Brazil,Litchi","Nuts",4
2,6,3,43,"Bond, Common Bond","Lots,Gavel,Bidders","Auctions",4
2,6,4,44,"Bond, Common Bond","Corsets,Collars,Executions","Things That Have Stays",4
2,6,5,45,"Bond, Common Bond","Dean Martin,William Clark,Lamb Chop","Partners Of Someone Named Lewis",4
3,1,1,61,"Presidents","2 Of The 3 Men Who Went From Being Either A U.S. Senator Or Congressman Directly To The Presidency","(2 Of) Kennedy, Garfield, And Harding",4
1,1,1,1,"Detective Fiction","The Original Author’s Last Story About This Detective Was “The Adventure Of Shoscombe Old Place”","Sherlock Holmes",5
1,1,2,2,"Detective Fiction","In “The Big Sleep” He Says, “I’M 33 Years Old, Went To College Once & Can Still Speak English If There’s Any Demand For It”","Marlowe",5
1,1,3,3,"Detective Fiction","In The April 1841 Graham’s Lady’s And Gentleman’s Magazine, This Editor Published His New Detective Story","Poe",5
1,1,4,4,"Detective Fiction","She Also Created The Detectives Tuppence & Tommy Beresford","Agatha Christie",5
1,1,5,5,"Detective Fiction","“A Taste For Death” Is One Of P.D. James’ Novels About This Scotland Yard Detective And Published Poet","Adam Dalgliesh",5
1,2,1,6,"Animated Movies","A Shark Named Bruce Is A Member Of Fish-Eaters Anonymous In This Favorite From 2003","Finding Nemo",5
1,2,2,7,"Animated Movies","This Co-Star Of “Nash Bridges” Returned In “The Lion King 1½” As The Voice Of Bonzai The Hyena","Cheech Marin",5
1,2,3,8,"Animated Movies","(Hi, I’M Clay AikeN.) For My Movie Song On “American Idol” I Sang “Somewhere Out There” From This Animated Film","An American Tail",5
1,2,4,9,"Animated Movies","Ray Romano, John Leguizamo & Denis Leary Voiced The “Sub-Zero Heroes” In This 2002 Flick","Ice Age",5
1,2,5,10,"Animated Movies","Former “Sctv” Siblings Rick Moranis & Dave Thomas Voiced Moose Siblings In This Animal Adventure","Brother Bear",5
1,3,1,11,"The 20th Century","From 1920 To 1946 This Swiss City Served As The Seat Of The League Of Nations","Geneva",5
1,3,2,12,"The 20th Century","On April 18, 1983 A Terrorist Bomb At The U.S. Embassy In This Mideastern Capital Killed 63, Including 17 Americans","Beirut",5
1,3,3,13,"The 20th Century","In 1981 This Labor Union Was Outlawed In Poland; 8 Years Later It Was Legalized","Solidarity",5
1,3,4,14,"The 20th Century","In May 1954 President Eisenhower Signed A Bill Authorizing The Construction Of This North American Waterway","ST. Lawrence Seaway",5
1,3,5,15,"The 20th Century","Unable To Run For A Third Term As PreS. Of Serbia, He Made Himself PreS. Of Yugoslavia On July 23, 1997","Slobodan Milosevic",5
1,4,1,26,"Sam I Am","A Cousin Of This Telegraph & Code Inventor Set Up The Famous Pebble Beach Golf Course","Samuel Morse",5
1,4,2,27,"Sam I Am","Samuel Chase, Samuel Nelson, Samuel Miller & Samuel Blatchford All Served On This August Body","The Supreme Court",5
1,4,3,28,"Sam I Am","This Man Who Had Just A Cameo In 1990’S “The Return Of Superfly” Became “Shaft” In 2000","Samuel L. Jackson",5
1,4,4,29,"Sam I Am","During This 1846-48 War, The U.S. Army Bought 1,000 Of Samuel Colt’s Revolvers","Mexican War",5
1,4,5,30,"Sam I Am","In 1865 This Man Set John Wilkes Booth’s Broken Leg","Samuel Mudd",5
1,5,1,21,"Toys & Games","You Win In This Game By Getting The Rope With A Sphere Attached Wrapped Completely Around The Pole","Tetherball",5
1,5,2,22,"Toys & Games","Now Called This, It Was Introduced Around 1928 As Hop Ching Checkers","Chinese Checkers",5
1,5,3,23,"Toys & Games","Mattel Has Set This Classic Boxing Toy In A Video Game “Arena”","Rock 'Em Sock 'Em Robots",5
1,5,4,24,"Toys & Games","The Name Of This Game That Uses 144 Small Tiles Comes From A Word Meaning “Sparrows”","Mah Jongg",5
1,5,5,25,"Toys & Games","The Piece You Try To Capture In Stratego Has One Of These On It","A Flag",5
1,6,1,16,"Scrambled Veeps","Ogre","(Al) Gore",5
1,6,2,17,"Scrambled Veeps","We Nag","(Spiro) Agnew",5
1,6,3,18,"Scrambled Veeps","Lemon Ad","(Walter) Mondale",5
1,6,4,19,"Scrambled Veeps","Flock Reeler","(Nelson) Rockefeller",5
1,6,5,20,"Scrambled Veeps","Claw Ale","(Henry A.) Wallace",5
2,1,1,47,"Astronomy","In 1672 Giovanni Cassini Determined The Distance From The Earth To This, Creating A New Measuring Unit, The Au","The Sun",5
2,1,2,48,"Astronomy","In 1679 Danish Astronomer Ole Romer Was The First To Figure Out The Speed Of This","Light",5
2,1,3,50,"Astronomy","Term For The Astronomical Event That Heralds The Beginning Of Summer","The Solstice",5
2,1,4,51,"Astronomy","To An Astronomer Uma Is An Abbreviation For This Constellation","Ursa Major",5
2,1,5,52,"Astronomy","A Large Crater On Saturn’s Moon Mimas Is Named For The British Astronomer Who Discovered The Moon In 1789","William Herschel",5
2,2,2,59,"Radio","2-Word Term For The Peak Listening Period When Rush Hour Commuters Are In Their Cars","Drive Time",5
2,2,3,58,"Radio","Casey Kasem Created The Long Distance One Of These & Is Heard Here Reading One: 'This Letter Comes From A Teenager In Washington, D.C. Who Learned That It's Better To Give Than ReceivE. Here's What She Writes: 'Dear CaseY...''","A Dedication",5
2,2,4,46,"Radio","Iman Is A Model; This I-Man Is This Radio Personality","Don Imus",5
2,2,5,49,"Radio","The 2 Words That Followed “Lux” In A Program Beginning In 1936 That Re-Created Plays & Movies","Radio Theater",5
2,3,1,31,"Magazines & Newspapers","This Magazine’s Website Says It’s “More Than A Magazine To Black America… It’s A Way Of Life”","Ebony",5
2,3,2,32,"Magazines & Newspapers","In 2004 This Magazine’s Website Featured A Remote Camera To Watch The Migrating Sandhill Cranes In Nebraska","National Geographic",5
2,3,3,38,"Magazines & Newspapers","The Usa’s 2 Top-Selling Magazines Are Reader’s Digest & Tv Guide; This “Better” Magazine Comes In Third","Better Homes And Gardens",5
2,3,4,39,"Magazines & Newspapers","In March 2004 Arnold Schwarzenegger Became Executive Editor Of The Magazine Called Muscle & This","Fitness",5
2,3,5,40,"Magazines & Newspapers","This Largest Newspaper Chain Owns The Des Moines Register & About 100 Other Papers","Gannett",5
2,4,1,33,"That's Our Island!!!","Guernsey","England",5
2,4,2,34,"That's Our Island!!!","Baffin Island","Canada",5
2,4,3,35,"That's Our Island!!!","Corfu","Greece",5
2,4,4,36,"That's Our Island!!!","The Canary Islands","Spain",5
2,4,5,37,"That's Our Island!!!","Bimini","Bahamas",5
2,5,1,41,"4-Letter Words","If Your Birthday Is On September 24, You’re On This Of The Sign Of Libra","The Cusp",5
2,5,2,42,"4-Letter Words","4-Letter Italian Term For The Boss Of A Crime Syndicate","A Capo",5
2,5,3,43,"4-Letter Words","It’s In Dictionaries As The Sound A Small Object Makes Dropping Into Water, Sometimes Without A Splash","Plop",5
2,5,4,44,"4-Letter Words","This Problem That Sounds Like What A Coyote Does At Night Could Threaten A Golfer’s Career","The Yips",5
2,5,5,45,"4-Letter Words","The Dying Cowboy In “Streets Of Laredo” Wants 6 Pretty Girls To Bear This","His Pall",5
2,6,1,53,"@$&!","The $ May Have Originated As Ps, An Abbreviation For This Other Monetary Unit","The Peso",5
2,6,2,54,"@$&!","The Artist Chryssa Is Noted For Her Light Art &S Done In Tubes Of This Gas","Neon",5
2,6,3,55,"@$&!","(Jimmy Of The Clue Crew Demonstrates At A ChalkboarD.) For The Way It Curls, Germans Call Our @ Sign The Affinschwanz Or This Part Of A Monkey","The Tail",5
2,6,4,56,"@$&!","The Name Of This Company, Whose Symbol Is Seen Here, Consists Of 3-Letters Plus An &","At&T",5
2,6,5,57,"@$&!","(Cheryl Of The Clue Crew Quizzes Us From The Chalkboard, Which Reads, '10 GaL. Of Paint @ $2.50 Per QT.') It’s The Total Price In Dollars For The Shipment I've Listed","$100",5
3,1,1,60,"Patron Saints","In November 2000, Pope John Paul II Proclaimed This 16th Century Englishman As The Patron Saint Of Politicians","Sir Thomas More",5
1,1,1,11,"River Sources","If You’re Rowin’ The Rhone From Start To Finish, You Begin In This Mountain Range","The Alps",6
1,1,2,12,"River Sources","The Krishna Starts Near One Coast Of This Country & Flows Almost All The Way Across It","India",6
1,1,3,13,"River Sources","It Doesn’t Have Its Distinct Color Yet When It Emerges In Qinghai Province","The Yellow River",6
1,1,4,14,"River Sources","It's Formed By The Junction Of The Luvua & Lualaba In The Country Named For It","The Congo",6
1,1,5,15,"River Sources","This Mideastern Boundary River Rises On The Slopes Of Mount Hermon","The Jordan",6
1,2,1,26,"Car Trek","The Continental & The Town Car Are Models From This Ford Division","Lincoln",6
1,2,2,27,"Car Trek","In A Stephen King-Based Movie, This Title Vehicle Was A Red 1958 Plymouth Fury","Christine",6
1,2,3,28,"Car Trek","In 1964, The First Year Of Its Release, This Popular Muscle Car Was The Indy 500 Pace Car","A Mustang",6
1,2,4,29,"Car Trek","The Ls 400 And The Es 250 Were The First Models Of This Luxury Car Line From Toyota","Lexus",6
1,2,5,30,"Car Trek","The Rio Is From Kia, Which Is Owned By This South Korean Automaker","Hyundai",6
1,3,1,6,"What A Character!","A Murder Suspect Named Injun Joe","The Adventures Of Tom Sawyer",6
1,3,2,7,"What A Character!","Troubled Air Force Captain John Yossarian","Catch-22",6
1,3,3,8,"What A Character!","A Small Slave Girl Named Topsy","Uncle Tom’s Cabin",6
1,3,4,9,"What A Character!","Professor Henry Higgins","Pygmalion",6
1,3,5,10,"What A Character!","Marooned Sailor Ben Gunn","Treasure Island",6
1,4,1,16,"Pop Culture America","The Harlem Globetrotters Were Founded In This City Famous For Its Blues & Its Fire","Chicago",6
1,4,2,17,"Pop Culture America","In The 1940s If You Weren't Commie Enough To Be 'Red' People Used This 5-Letter Epithet That Was A Shade Lighter","Pinko",6
1,4,3,18,"Pop Culture America","Object Associated With The Lone Ranger & With Bob Seger's Band","A Silver Bullet",6
1,4,4,19,"Pop Culture America","In Alphabetical Order, The 3 Spokesmen For Rice Krispies","Crackle, Pop & Snap",6
1,4,5,20,"Pop Culture America","The Winchester '73 And The Colt .45 Have Both Been Referred To As 'The Gun That' Did This","Won The West",6
1,5,1,1,"A Peanuts Timeline","November 16, 1952: For The First Time, She Holds A Football For Charlie Brown To Kick","Lucy",6
1,5,2,2,"A Peanuts Timeline","July 20, 1971: Marcie First Calls This Character 'Sir'","Peppermint Patty",6
1,5,3,3,"A Peanuts Timeline","August 23, 1959: She Joins Charlie Brown's Family As His Younger Sister","Sally",6
1,5,4,4,"A Peanuts Timeline","September 24, 1990: This Hygiene-Challenged Boy Runs For Class President","Pig-Pen",6
1,5,5,5,"A Peanuts Timeline","September 1, 1991: This Young Virtuoso Becomes A Spokesman For National Piano Month","Schroeder",6
1,6,1,21,"You're 'Golden', Baby","The Usa's Tallest Bridge Towers Are The 746-Foot Steel Peaks Of This Structure","The Golden Gate Bridge",6
1,6,2,22,"You're 'Golden', Baby","This Nba Team Took The 1975 Championship","The Golden State Warriors",6
1,6,3,23,"You're 'Golden', Baby","It's The Second-Most Registered Dog Breed At The American Kennel Club","A Golden Retriever",6
1,6,4,24,"You're 'Golden', Baby","Jason Stole It For His Uncle Pelias","The Golden Fleece",6
1,6,5,25,"You're 'Golden', Baby","Sir James Frazer Compared Mythologies & Religions In This Work","The Golden Bough",6
2,1,1,47,"Geology","This Rock From Georgia Was Used To Sculpt The Statue Of Lincoln In The Lincoln Memorial","Marble",6
2,1,2,48,"Geology","Crude Oil Can Be Extracted From This Rock, The Most Abundant Sedimentary Rock In The Earth's Crust","Shale",6
2,1,3,49,"Geology","The Hawaiian Islands Consist Mostly Of This Hard, Dark Volcanic Rock","Basalt",6
2,1,4,50,"Geology","Due To Its Luster, German Miners Gave This 'Pleasant' Rock Its Name, Which Means 'Spark'","Gneiss",6
2,1,5,51,"Geology","The Pilgrim Monument In Provincetown Is The Tallest Structure In The U.S. Made Entirely Of This","Granite",6
2,2,1,42,"Music","In A Billy Joel Hit, She's 'Looking For A Downtown Man'","An Uptown Girl",6
2,2,2,43,"Music","Critics Love This 10-Letter Adjective To Describe Music Resembling 'Lay Lady Lay' Or 'Like A Rolling Stone'","Dylanesque",6
2,2,3,44,"Music","(Typewriter) Keyboardist Paul Ackerman Entered The R&R Hall Of Fame By Editing This Music Journal For 30 Years","Billboard",6
2,2,4,45,"Music","The Riff Heard Here Kicks Off A Recent Album By This Band","The White Stripes",6
2,2,5,46,"Music","'Stoned' Is A Memoir Of '60s London By This Then-Manager Of The Rolling Stones","Andrew Oldham",6
2,3,1,37,"Religious Titles","Resh Kallah,Rebbe","Judaism",6
2,3,2,38,"Religious Titles","Sharif,Ayatollah","Islam",6
2,3,3,39,"Religious Titles","Babu,Jagadguru","Hinduism",6
2,3,4,40,"Religious Titles","Bhai,Sardar","Sikhism",6
2,3,5,41,"Religious Titles","T'ien Shih","Taoism",6
2,4,1,32,"Famous Kentuckians","This Movie Heartthrob Isn't 'From Hell' Or From 'Sleepy Hollow'; He's From Owensboro, KY.","Johnny Depp",6
2,4,2,33,"Famous Kentuckians","(Jimmy Of The Clue Crew Sits At A Table In The Seelbach Hilton In Louisville, KY.) This Boxing Legend Known As The Louisville Lip Loves To Dine Here At The Oak Room When He's Visiting His Hometown","Muhammad Ali",6
2,4,3,34,"Famous Kentuckians","Her Brother Nick, Nephew George & Friend Al Pacino All Attended Her 2002 Funeral In Maysville, KY., Her Hometown","Rosemary Clooney",6
2,4,4,35,"Famous Kentuckians","Good Morning To This Newswoman, Who's Seen Here In 1963, When She Was America's Junior Miss","Diane Sawyer",6
2,4,5,36,"Famous Kentuckians","In The '40s & '50s This Kentucky-Born Hunk Starred In Biblical Films Like 'The Robe' & 'Samson And Delilah'","Victor Mature",6
2,5,1,31,"Mishmash","This Veggie Was Almost Uneaten In The U.S. Until The D'arrigo BroS. Produce Company Started Marketing It In The 1920s","Broccoli",6
2,5,2,57,"Mishmash","If Your Stylist Puts Humectant Conditioner In Your Hair, It's Most Likely Because Your Hair Is This","Dry",6
2,5,3,58,"Mishmash","At An Estate Sale, Carl Rice Spent $60 On 2 Of These By Martin Johnson Heade; They Later Sold For Over $1 Million","Paintings",6
